205,647,6,9,5
206,1715,5,8,5
207,1353,8,7,9
208,490,5,7,8
209,1464,7,6,5
210,1064,6,10,6
211,1343,8,6,5
212,1369,10,7,5
213,724,6,6,6
214,299,8,10,7
215,1127,8,8,10
216,378,5,6,8
217,783,7,7,7
218,527,6,6,10
219,613,8,6,7
220,882,5,7,10
221,1268,7,8,10
222,342,8,10,5
223,549,10,7,10
224,1047,8,10,9
225,886,8,8,10
226,1349,7,8,10
227,1328,5,10,6
228,670,10,8,10
229,689,4,7,6
230,1199,4,8,5
231,1556,9,7,5
232,136,10,9,7
233,1159,5,9,10
234,1230,5,6,7
235,1547,9,8,8
236,607,4,6,8
237,312,10,7,8
238,929,4,6,8
239,608,10,8,8
240,418,10,9,6
241,877,6,10,5
242,763,5,8,8
243,159,8,10,5
244,204,5,10,5
245,790,7,7,9
246,1625,8,7,9
247,1210,9,10,5
248,1790,6,8,6
249,1448,8,7,8
250,1786,9,10,7
251,901,8,6,10
252,687,8,9,8
253,1257,5,9,9
254,57,4,6,7
255,305,6,10,7
256,461,8,6,6
257,1241,7,8,8
258,556,7,10,8
259,1793,8,10,6
260,1631,6,6,10
261,1614,6,7,6
262,25,10,10,6
263,1214,5,9,7
264,681,9,6,9
265,66,9,6,8
266,726,8,7,6
267,343,5,8,6
268,1227,8,6,6
269,1384,8,10,5
270,176,9,6,7
271,600,9,10,10
272,451,4,6,8
273,245,10,7,8
274,1443,5,10,7
275,351,7,7,7
276,558,5,8,8
277,499,7,9,9
278,1723,8,7,9
279,1019,4,9,6
280,331,9,7,5
281,1400,8,6,8
282,683,5,6,9
283,1137,7,7,9
284,1665,6,10,5
285,1484,6,9,5
286,1021,4,6,6
287,962,8,8,9
288,1420,5,7,8
289,400,4,6,10
290,1523,7,7,10
291,773,6,6,9
292,107,6,9,7
293,974,5,6,6
294,918,9,6,10
295,327,7,7,8
296,1291,4,7,7
297,87,8,9,9
298,1302,4,8,7
299,898,5,10,10
300,1216,9,8,10
301,419,7,7,8
302,1456,7,8,10
303,1066,6,9,8
304,454,6,8,5
305,700,6,9,8
306,521,7,10,6
307,1521,6,7,5
308,552,8,8,7
309,1233,8,7,5
310,393,7,9,8
311,541,9,8,8
312,926,9,8,10
313,133,5,10,5
314,672,9,6,9
315,1335,8,6,6
316,267,10,9,9
317,1108,5,6,6
318,1721,5,10,8
319,1245,9,6,6
320,1344,10,8,6
321,846,8,8,7
322,1704,10,8,7
323,981,10,6,8
324,1412,10,8,7
325,1379,6,9,9
326,1397,4,7,5
327,1460,6,7,7
328,844,4,7,8
329,129,5,7,10
330,522,6,10,6
331,1635,5,6,7
332,1116,8,8,8
333,739,10,8,7
334,517,8,6,10
335,1436,7,8,8
336,1273,10,7,6
337,1475,7,9,10
338,1630,10,9,7
339,1736,9,10,10
340,1236,9,9,10
341,1510,5,7,7
342,1714,9,9,8
343,869,6,6,6
344,960,10,10,7
345,557,8,7,6
346,1317,5,10,7
347,1390,9,9,5
348,154,9,7,6
349,1449,5,9,8
350,1415,6,9,10
351,1282,5,10,5
352,352,10,6,7
353,705,9,6,5
354,447,8,6,6
355,1458,4,6,5
356,1706,7,9,10
357,382,10,7,6
358,999,7,10,6
359,1361,7,8,8
360,424,6,8,8
361,838,9,6,8
362,475,9,6,9
363,306,4,8,10
364,128,10,9,8
365,565,7,8,10
366,1495,9,10,6
367,795,4,10,9
368,1110,5,6,10
369,1783,4,9,5
370,1737,4,6,7
371,646,5,10,6
372,712,6,9,5
373,1782,9,6,5
374,374,6,7,5
375,1463,9,9,6
376,121,5,10,9
377,1299,8,9,8
378,1480,9,8,5
379,1469,6,6,10
380,493,9,7,6
381,821,4,7,6
382,375,9,10,8
383,881,6,10,9
384,1657,8,6,5
385,828,6,10,5
386,67,6,8,6
387,99,9,10,8
388,525,6,9,9
389,692,7,8,10
390,1188,7,6,10
391,660,7,8,5
392,79,10,8,7
393,1100,6,6,9
394,90,4,10,6
395,740,8,10,10
396,1618,8,7,6
397,253,10,10,5
398,443,6,9,10
399,1520,8,6,9
400,304,4,9,6
401,1177,4,7,7
402,693,9,9,5
403,1221,8,6,5
404,641,5,9,8
405,1584,10,7,8
406,1307,9,6,9
407,1750,7,6,10
408,1072,4,6,6
409,54,9,10,7
410,153,8,8,7
411,843,8,8,5
412,816,7,10,6
413,1744,5,10,9
414,1115,7,8,6
415,1220,8,10,9
416,1474,9,8,8
417,116,9,6,9
418,827,7,9,5
419,1797,7,7,9
420,308,10,10,8
421,1084,7,7,7
422,435,6,6,6
423,784,6,10,5
424,667,8,7,6
425,1573,5,6,6
426,579,6,10,7
427,1511,8,6,5
428,1489,4,7,10
429,812,5,9,6
430,1182,5,8,10
431,1336,9,6,10
432,279,9,6,7
433,806,6,10,9
434,431,5,10,6
435,1677,9,10,7
436,1688,7,10,6
437,1497,5,10,7
438,1122,5,7,10
439,508,4,8,5
440,997,9,10,8
441,979,8,9,6
442,616,8,8,10
443,649,6,10,10
444,916,4,6,9
445,1194,7,6,7
446,1660,5,6,10
447,1629,10,7,9
448,1165,9,10,8
449,1550,5,9,8
450,1056,9,8,8
451,1253,10,8,10
452,561,5,10,6
453,554,9,8,6
454,349,10,7,9
455,1693,4,7,7
456,996,7,6,7
457,1308,4,8,10
458,1668,8,8,5
459,723,8,6,7
460,458,10,7,8
461,389,10,8,10
462,192,4,8,9
463,456,10,6,10
464,936,10,8,7
465,1211,6,8,6
466,1785,4,7,10
467,1078,4,6,7
468,1248,5,6,9
469,984,7,8,10
470,1037,4,7,8
471,236,8,8,7
472,1662,8,7,8
473,1288,8,7,10
474,1418,8,6,9
475,562,7,8,6
476,1526,5,8,7
477,60,5,10,7
478,1244,10,9,7
479,1720,5,8,10
480,209,6,8,5
481,808,8,8,7
482,1033,7,7,10
483,583,10,6,8
484,786,6,6,10
485,224,8,7,10
486,1370,9,8,10
487,1276,9,8,6
488,548,10,6,8
489,1658,10,7,6
490,505,9,9,5
491,555,7,7,8
492,357,8,6,9
493,902,5,9,8
494,504,9,8,9
495,197,8,7,9
496,1552,5,10,7
497,476,7,6,9
498,285,9,7,7
499,1697,9,9,9
500,961,5,9,10
501,1297,4,6,6
502,1486,7,6,6
503,72,7,6,8
504,1050,8,6,8
505,452,10,6,5
506,765,4,6,10
507,124,9,6,5
508,1425,6,7,9
509,1179,8,8,7
510,1641,8,10,9
511,1083,9,9,7
512,302,5,7,8
513,1174,6,8,8
514,104,6,9,10
515,369,6,6,9
516,1636,5,8,10
517,1571,9,6,9
518,345,4,10,10
519,772,4,8,5
520,1222,4,9,6
521,854,4,8,6
522,388,10,10,6
523,853,4,6,9
524,715,7,7,9
525,262,10,6,6
526,1740,5,6,7
527,1235,9,8,8
528,1530,9,10,7
529,661,4,9,10
530,1018,5,9,5
531,39,10,9,9
532,365,4,9,5
533,417,9,10,9
534,1005,4,8,7
535,530,7,7,8
536,1375,9,7,8
537,200,9,7,7
538,1238,9,9,6
539,982,7,6,9
540,97,8,8,6
541,1532,8,6,10
542,621,7,6,8
543,43,9,7,5
544,1089,5,7,9
545,970,4,7,5
546,311,7,6,10
547,603,10,7,8
548,985,9,9,5
549,317,7,6,9
550,632,10,6,10
551,1104,9,7,10
552,1121,9,10,6
553,1283,8,6,7
554,597,4,8,9
555,543,7,8,5
556,592,8,8,9
557,494,9,6,6
558,1052,6,10,8
559,628,9,9,5
560,1504,4,7,7
561,1391,8,8,10
562,771,5,6,6
563,1330,4,8,6
564,298,6,6,7
565,1675,8,9,5
566,1494,4,6,8
567,1537,10,9,7
568,737,4,10,6
569,659,5,10,5
570,638,9,8,10
571,482,4,7,10
572,1419,8,9,8
573,787,7,9,10
574,956,9,10,5
575,187,8,6,6
576,1234,10,10,5
577,1781,7,7,6
578,270,4,8,9
579,1393,10,9,6
580,288,5,10,6
581,1743,10,6,5
582,77,10,8,7
583,1734,5,7,8
584,52,4,10,6
585,1518,9,8,7
586,78,4,9,8
587,1640,4,8,8
588,1616,8,7,6
589,1780,9,9,7
590,1003,4,7,7
591,103,6,9,6
592,1708,5,7,6
593,952,7,9,8
594,1067,6,10,8
595,1689,10,7,9
596,1293,5,8,5
597,954,6,9,7
598,768,4,7,6
599,1646,7,7,8
600,1002,10,8,6
601,988,7,8,9
602,56,6,10,8
603,432,8,8,9
604,474,5,9,9
605,1725,6,6,9
606,376,8,8,6
607,1670,8,9,10
608,866,6,9,7
609,361,5,7,9
610,1628,4,7,5
611,459,9,6,7
612,1025,4,9,5
613,1103,7,6,7
614,1779,6,10,5
615,1492,4,7,6
616,93,7,7,9
617,1006,6,9,10
618,1114,8,10,10
619,326,7,10,8
620,1378,4,6,10
621,895,10,9,6
622,210,8,9,5
623,965,4,9,9
624,994,10,9,9
625,425,9,7,5
626,817,4,9,9
627,849,7,9,6
628,586,7,8,5
629,1579,10,10,9
630,1042,4,9,6
631,1514,8,6,9
632,142,6,8,10
633,1043,8,10,8
634,427,8,10,5
635,1146,5,7,5
636,920,5,10,5
637,1540,8,7,5
638,1279,6,7,8
639,643,5,6,9
640,394,7,6,10
641,28,9,6,10
642,1074,9,6,7
643,1351,9,7,8
644,266,5,9,10
645,467,4,8,5
646,1483,8,8,8
647,255,7,8,9
648,278,10,10,8
649,1623,4,9,6
650,835,8,7,5
651,1562,10,6,8
652,1761,8,10,5
653,819,5,7,8
654,115,9,9,5
655,61,6,10,7
656,1086,4,8,10
657,1696,4,10,9
658,857,7,8,7
659,599,6,9,6
660,218,6,7,9
661,450,5,9,5
662,732,10,7,10
663,736,8,10,9
664,1659,6,10,8
665,1545,6,8,9
666,596,10,10,7
667,1102,9,9,9
668,503,5,10,7
669,1577,6,6,7
670,900,5,8,7
671,987,8,7,10
672,730,10,7,9
673,194,8,8,5
674,421,9,10,7
675,1304,9,8,8
676,29,8,9,5
677,696,10,8,9
678,938,9,7,8
679,157,9,9,9
680,1434,4,9,5
681,1499,8,9,8
682,516,5,6,9
683,1173,8,10,7
684,24,6,9,9
685,144,8,7,7
686,937,8,6,6
687,1645,7,10,8
688,1774,9,8,9
689,1490,4,6,10
690,438,5,8,5
691,73,5,6,6
692,580,10,7,7
693,1324,10,10,5
694,1522,9,9,9
695,594,7,6,5
696,1493,5,8,5
697,906,8,8,10
698,464,6,6,10
699,1134,8,10,10
700,676,8,6,5
701,428,10,7,9
702,1189,7,9,6
703,581,7,7,7
704,1162,7,7,8
705,752,4,6,10
706,274,6,10,7
707,759,10,9,10
708,1639,10,7,9
709,950,8,6,5
710,386,4,9,5
711,359,10,6,7
712,113,8,6,8
713,1252,9,6,6
714,1775,5,8,8
715,36,8,8,6
716,287,6,7,5
717,801,6,6,5
718,639,5,6,10
719,481,5,7,6
720,1026,9,10,9
721,1224,6,8,7
722,1799,10,6,5
723,1044,8,6,8
724,1776,7,7,8
725,1068,4,9,9
726,1446,10,9,8
727,1140,5,8,6
728,1101,4,10,10
729,864,5,9,10
730,1553,8,6,5
731,746,10,8,6
732,137,6,10,8
733,658,7,6,10
734,333,4,10,8
735,860,6,6,7
736,1073,7,10,9
737,852,7,7,10
738,1239,8,9,5
739,1666,7,8,5
740,540,4,6,9
741,908,6,7,5
742,830,4,10,5
743,234,9,7,9
744,529,6,6,10
745,1113,8,7,6
746,134,7,9,8
747,1237,4,7,8
748,81,10,8,8
749,1683,8,10,10
750,1795,7,10,5
751,161,6,8,9
752,1209,9,10,9
753,1800,7,9,8
754,168,6,8,7
755,1450,6,9,5
756,1505,4,7,10
757,1385,6,9,9
758,755,8,7,10
759,38,9,9,9
760,1231,7,6,5
761,1541,5,6,9
762,125,7,9,10
763,434,8,8,5
764,1502,8,8,7
765,651,5,7,5
766,1582,5,7,5
767,1022,5,7,10
768,353,4,7,5
769,990,10,6,8
770,574,8,8,10
771,758,6,6,5
772,1649,5,7,6
773,818,7,8,8
774,1272,8,9,5
775,589,9,8,8
776,531,8,7,5
777,1319,7,10,9
778,1447,10,8,6
779,1634,4,8,7
780,721,9,8,8
781,1574,6,6,8
782,1080,5,8,6
783,1572,8,6,8
784,216,7,7,7
785,1250,7,10,9
786,560,8,9,8
787,237,10,10,9
788,1699,4,9,8
789,813,8,7,9
790,166,4,7,6
791,907,6,9,7
792,1187,5,9,10
793,1601,4,7,8
794,1125,4,9,6
795,1622,7,8,8
796,865,6,7,9
797,1313,4,10,5
798,273,7,6,8
799,1246,10,7,10
800,745,9,9,6
801,1076,6,6,5
802,1542,4,6,5
803,845,7,9,10
804,652,4,6,7
805,1130,4,8,9
806,753,8,8,6
807,1016,9,7,5
808,119,9,8,9
809,674,5,8,9
810,1755,5,8,5
811,1407,6,7,9
812,1367,8,10,10
813,1107,10,6,8
814,1638,10,10,6
815,231,10,8,9
816,1254,5,7,6
817,741,5,7,6
818,1135,8,6,5
819,1158,4,6,8
820,405,7,9,5
821,1581,4,6,6
822,653,10,10,9
823,1597,10,10,9
824,1534,5,8,8
825,585,7,10,8
826,1756,5,9,10
827,848,9,10,6
828,175,10,10,6
829,410,6,6,10
830,873,4,6,9
831,276,10,9,5
832,141,5,10,5
833,1120,8,9,10
834,1156,6,9,5
835,959,6,6,5
836,1531,10,6,10
837,729,6,7,5
838,183,4,7,8
839,511,5,9,10
840,163,8,7,6
841,1747,10,10,9
842,91,8,9,5
843,1576,4,7,5
844,1528,7,8,7
845,1686,4,8,6
846,363,5,10,9
847,1506,4,7,7
848,1496,5,7,8
849,411,7,10,7
850,156,6,7,10
851,21,7,6,7
852,242,7,9,7
853,1749,7,9,5
854,1296,4,7,6
855,1637,5,7,9
856,473,10,9,8
857,804,9,10,8
858,1389,10,7,5
859,120,8,6,7
860,890,7,10,6
861,292,4,6,7
862,162,6,9,6
863,1453,6,10,5
864,1586,5,7,9
865,1612,5,9,8
866,858,10,9,6
867,1144,7,8,9
868,935,8,9,8
869,1777,6,6,7
870,182,6,7,6
871,1342,9,6,8
872,348,5,10,8
873,377,4,10,5
874,300,7,7,8
875,55,5,9,6
876,335,5,10,9
877,761,9,10,5
878,1437,5,7,6
879,1566,9,7,8
880,1539,5,9,5
881,1387,8,9,6
882,1065,8,8,7
883,1024,8,8,5
884,1242,5,10,9
885,1060,9,9,10
886,1300,9,7,5
887,1727,5,9,6
888,1219,4,7,10
889,889,5,9,8
890,1105,9,9,5
891,750,4,8,6
892,966,6,9,9
893,395,10,6,9
894,780,7,10,5
895,286,10,10,6
896,1764,7,9,10
897,1583,9,8,9
898,764,5,10,6
899,1081,8,8,10
900,796,4,9,5
901,698,8,7,7
902,135,9,7,7
903,416,8,8,7
904,863,9,10,6
905,387,8,9,8
906,887,8,6,8
907,251,5,9,10
908,798,10,10,9
909,949,7,10,9
910,1045,6,10,6
911,1487,9,7,10
912,619,7,10,7
913,160,4,10,6
914,1763,8,6,6
915,449,6,8,8
916,238,5,7,6
917,1039,7,10,10
918,1364,8,10,8
919,1362,9,6,6
920,546,7,8,6
921,1501,9,6,5
922,1711,9,6,7
923,885,10,10,10
924,1769,7,7,6
925,1792,7,8,8
926,158,6,10,9
927,951,7,10,10
928,372,8,9,10
929,1525,8,9,6
930,1368,4,7,9
931,1315,10,9,9
932,1201,5,8,6
933,283,6,7,8
934,1314,10,7,8
935,697,7,10,5
936,1027,4,8,6
937,211,7,6,9
938,624,4,9,7
939,1470,9,7,7
940,983,9,7,7
941,1603,6,6,7
942,1700,9,6,6
943,1034,5,9,10
944,1133,5,8,7
945,969,9,7,6
946,694,4,9,9
947,1517,9,6,10
948,1269,6,8,5
949,684,9,10,5
950,820,10,8,9
951,1477,8,7,10
952,545,10,7,5
953,1752,8,7,5
954,1138,7,9,6
955,35,5,9,6
956,1405,5,9,7
957,520,6,9,10
958,1255,9,6,5
959,469,4,10,10
960,888,10,7,5
961,501,10,10,6
962,1654,10,9,8
963,151,4,8,10
964,748,8,6,7
965,1548,4,6,7
966,1117,6,7,7
967,1048,8,7,6
968,1164,9,10,9
969,834,6,7,7
970,127,4,7,5
971,488,9,9,5
972,547,5,10,6
973,1651,9,10,9
974,611,7,8,9
975,743,4,8,9
976,559,6,10,5
977,404,10,6,9
978,1285,4,8,10
979,923,6,10,8
980,1695,7,9,6
981,671,8,8,10
982,957,7,10,8
983,100,5,9,10
984,301,10,8,5
985,823,9,7,5
986,931,10,10,7
987,269,6,7,5
988,1395,10,9,6
989,1169,5,10,8
990,910,4,8,10
991,101,6,8,8
992,978,10,9,8
993,1444,6,7,7
994,241,4,10,9
995,426,5,10,5
996,1223,5,7,5
997,991,9,8,10
998,1442,7,7,9
999,1411,5,10,8
1000,571,5,6,5
1001,1143,6,9,8
1002,1430,6,10,10
1003,1295,4,9,9
1004,1075,10,8,10
1005,1010,5,7,7
1006,1685,7,9,7
1007,1729,7,7,7
1008,534,6,9,7
1009,1207,5,9,10
1010,1142,9,7,5
1011,878,7,10,6
1012,1132,10,7,10
1013,610,8,7,5
1014,1218,10,7,9
1015,645,8,8,8
1016,893,7,10,6
1017,1096,8,8,8
1018,657,7,8,7
1019,1592,10,10,10
1020,1568,4,6,10
1021,239,7,8,7
1022,1417,7,10,6
1023,471,4,6,6
1024,1565,7,10,8
1025,921,6,7,7
1026,573,10,6,6
1027,226,4,7,6
1028,480,4,9,6
1029,118,9,7,7
1030,1773,6,8,8
1031,1519,8,7,7
1032,1347,10,7,8
1033,1205,10,10,10
1034,1479,4,8,9
1035,1564,4,7,5
1036,403,6,10,5
1037,722,4,9,10
1038,699,10,10,7
1039,553,7,6,7
1040,1372,9,7,10
1041,1406,4,8,6
1042,1498,10,6,10
1043,1098,9,10,9
1044,777,6,7,5
1045,164,8,10,9
1046,235,6,8,8
1047,1176,4,7,10
1048,1118,4,10,5
1049,180,5,6,7
1050,150,5,7,9
1051,776,10,7,8
1052,1529,4,6,7
1053,1011,5,8,9
1054,177,4,6,10
1055,1404,6,7,10
1056,591,6,8,8
1057,1692,8,9,7
1058,206,5,7,6
1059,102,5,8,9
1060,219,8,6,9
1061,905,5,8,5
1062,222,4,6,8
1063,1126,5,9,9
1064,635,10,6,5
1065,998,5,9,8
1066,1212,6,6,6
1067,1533,9,9,9
1068,781,6,9,10
1069,964,7,10,7
1070,507,6,8,5
1071,927,7,9,7
1072,1678,8,10,8
1073,1671,6,7,7
1074,769,9,7,9
1075,1309,7,10,8
1076,682,8,10,9
1077,1058,10,6,6
1078,472,8,10,5
1079,1570,7,9,8
1080,1589,10,8,8
1081,433,8,7,7
1082,1145,6,7,6
1083,831,9,6,6
1084,1388,4,10,8
1085,1438,10,6,9
1086,111,10,9,8
1087,191,9,7,8
1088,71,5,10,6
1089,186,10,8,7
1090,728,7,7,8
1091,1753,4,9,8
1092,550,7,8,7
1093,1679,4,6,10
1094,41,6,7,8
1095,1055,5,9,6
1096,702,9,6,8
1097,106,5,7,7
1098,1249,6,8,5
1099,932,5,10,8
1100,855,7,7,6
1101,350,5,6,6
1102,1617,5,9,6
1103,1161,7,7,10
1104,479,10,6,10
1105,338,8,7,9
1106,207,10,6,6
1107,448,6,8,7
1108,1557,5,7,8
1109,1403,6,8,5
1110,364,9,9,5
1111,727,9,9,6
1112,1184,7,9,10
1113,514,4,6,6
1114,675,5,7,5
1115,263,9,6,5
1116,1491,7,10,6
1117,770,6,9,7
1118,775,5,9,10
1119,1527,6,6,10
1120,891,10,10,7
1121,215,6,10,6
1122,1643,7,6,7
1123,1728,6,10,6
1124,1413,10,10,10
1125,193,7,8,6
1126,1524,8,7,7
1127,1676,8,10,8
1128,402,6,10,8
1129,1401,5,8,6
1130,719,9,9,5
1131,1386,5,8,10
1132,47,4,7,6
1133,1163,4,6,5
1134,59,4,10,6
1135,940,9,10,6
1136,572,10,6,8
1137,1200,5,9,9
1138,423,5,9,9
1139,883,10,8,5
1140,1652,8,6,8
1141,1093,8,7,8
1142,1595,7,9,9
1143,1151,10,9,7
1144,933,6,9,8
1145,422,5,7,8
1146,644,9,10,8
1147,329,8,9,5
1148,399,8,8,8
1149,1263,9,7,8
1150,441,7,7,9
1151,1440,4,10,8
1152,1396,6,7,6
1153,460,7,8,8
1154,1784,4,8,8
1155,1503,6,6,8
1156,1157,4,7,6
1157,1610,10,9,5
1158,1366,5,7,8
1159,1183,9,7,9
1160,582,10,10,7
1161,1094,7,6,9
1162,48,10,8,7
1163,149,6,6,9
1164,538,7,7,8
1165,1181,4,10,6
1166,1465,9,10,7
1167,1762,10,8,7
1168,1261,8,7,9
1169,1256,9,9,6
1170,1724,6,6,9
1171,1516,4,8,6
1172,293,7,8,7
1173,80,4,8,8
1174,1624,10,7,9
1175,1106,10,8,9
1176,408,10,7,7
1177,953,7,10,8
1178,856,10,9,8
1179,1578,6,9,10
1180,453,6,10,5
1181,604,10,10,8
1182,42,6,7,5
1183,383,6,6,10
1184,1001,6,10,9
1185,82,9,6,9
1186,413,7,6,8
1187,735,10,8,7
1188,384,9,7,8
1189,442,8,10,10
1190,33,8,8,7
1191,669,4,9,10
1192,1077,8,7,10
1193,1338,6,7,10
1194,744,10,8,5
1195,271,8,7,7
1196,297,6,6,10
1197,880,10,8,10
1198,622,6,8,5
1199,1350,10,10,7
1200,958,7,10,7
1201,595,8,10,7
1202,1410,9,6,8
1203,233,5,8,10
1204,1429,9,7,9
1205,1472,7,7,9
1206,892,5,7,7
1207,944,8,8,7
1208,1745,7,8,6
1209,1057,7,7,10
1210,738,10,8,10
1211,630,4,9,7
1212,1588,7,10,10
1213,1008,9,9,9
1214,976,5,7,7
1215,1739,5,8,9
1216,185,9,10,8
1217,373,8,10,6
1218,1007,6,9,10
1219,847,5,9,9
1220,1544,7,6,6
1221,1600,9,6,9
1222,296,10,10,5
1223,569,6,7,10
1224,1672,10,8,7
1225,1575,6,10,10
1226,1150,9,8,9
1227,1713,10,10,7
1228,1718,5,9,10
1229,648,6,6,7
1230,339,7,8,9
1231,1466,10,9,5
1232,320,7,7,7
1233,313,9,10,5
1234,1321,7,9,5
1235,1171,10,7,9
1236,1451,6,9,5
1237,1642,10,7,9
1238,1038,7,7,9
1239,174,6,8,8
1240,1208,6,9,5
1241,626,8,10,9
1242,1355,6,9,8
1243,368,5,8,8
1244,319,8,9,9
1245,1260,10,9,8
1246,568,9,10,6
1247,1265,7,10,9
1248,779,7,7,5
1249,256,9,10,8
1250,1609,10,6,6
1251,528,7,6,9
1252,1312,10,8,8
1253,486,7,10,6
1254,477,10,7,10
1255,1627,9,7,6
1256,1129,6,9,7
1257,1284,10,9,8
1258,884,8,7,8
1259,1360,6,6,5
1260,1059,8,6,6
1261,879,8,7,8
1262,760,7,7,8
1263,633,7,7,5
1264,1082,4,10,6
1265,1109,4,8,9
1266,1674,6,7,10
1267,1051,5,6,7
1268,1433,8,10,9
1269,1607,5,7,8
1270,1604,7,10,6
1271,1644,10,9,8
1272,65,8,6,9
1273,1551,6,10,9
1274,1262,9,10,7
1275,506,6,8,9
1276,837,6,7,5
1277,1669,10,10,5
1278,225,5,7,10
1279,181,5,6,7
1280,1481,9,7,7
1281,1441,10,9,5
1282,1363,10,7,5
1283,1684,7,7,6
1284,1029,5,7,7
1285,1322,7,8,6
1286,247,6,9,6
1287,1383,8,9,10
1288,1435,10,9,8
1289,440,8,10,8
1290,762,8,8,10
1291,713,4,8,6
1292,221,5,7,10
1293,281,10,7,5
1294,468,10,9,8
1295,1228,5,7,10
1296,98,4,6,6
1297,1091,10,9,7
1298,1789,5,9,6
1299,1196,7,8,6
1300,1229,4,8,10
1301,1153,7,6,9
1302,37,9,10,5
1303,1673,10,7,7
1304,1746,6,7,6
1305,340,9,9,9
1306,1352,8,6,6
1307,871,7,7,5
1308,1722,10,6,5
1309,356,6,10,6
1310,69,7,6,6
1311,1414,9,10,7
1312,324,8,6,5
1313,1794,8,6,9
1314,751,9,7,9
1315,570,4,6,7
1316,1193,5,7,7
1317,26,7,6,9
1318,680,7,7,8
1319,627,8,7,6
1320,1590,8,7,7
1321,355,5,6,5
1322,309,7,10,5
1323,1751,5,9,5
1324,487,9,8,8
1325,414,4,8,9
1326,874,5,6,5
